District,Mandal,Date,rainfall,temp_min,temp_max,Year
Siddipet,Mirdoddi,28-Nov-20,1.2,17.2,23.1,2020
Siddipet,Mirdoddi,29-Nov-20,0,19.8,30.2,2020
Siddipet,Mirdoddi,30-Nov-20,0,21,32,2020
Siddipet,Mirdoddi,01-Dec-20,0,16.7,32.5,2020
Siddipet,Mirdoddi,02-Dec-20,0,16.7,32,2020
Siddipet,Mirdoddi,03-Dec-20,0,14.9,32,2020
Siddipet,Mirdoddi,04-Dec-20,0,16.8,32,2020
Siddipet,Mirdoddi,05-Dec-20,0,12,32,2020
Siddipet,Mirdoddi,06-Dec-20,0,15.1,32,2020
Siddipet,Mirdoddi,07-Dec-20,0,14.3,32.5,2020
Siddipet,Mirdoddi,08-Dec-20,0,16.7,32,2020
Siddipet,Mirdoddi,09-Dec-20,0,16.7,33,2020
Siddipet,Mirdoddi,10-Dec-20,0,17.1,32.5,2020
Siddipet,Mirdoddi,11-Dec-20,0,19.2,32.4,2020
Siddipet,Mirdoddi,12-Dec-20,0,17.7,32.4,2020
Siddipet,Mirdoddi,13-Dec-20,0,15.8,32,2020
Siddipet,Mirdoddi,14-Dec-20,0,18.4,32,2020
Siddipet,Mirdoddi,15-Dec-20,0,16.9,32,2020
Siddipet,Mirdoddi,16-Dec-20,0,19.2,32,2020
Siddipet,Mirdoddi,17-Dec-20,0,19.2,32,2020
Siddipet,Mirdoddi,18-Dec-20,0,19.2,32,2020
Siddipet,Mirdoddi,19-Dec-20,0,19.2,30,2020
Siddipet,Mirdoddi,20-Dec-20,0,14.7,30.2,2020
Siddipet,Mirdoddi,21-Dec-20,0,12.5,29.5,2020
Siddipet,Mirdoddi,22-Dec-20,0,12,29.5,2020
Siddipet,Mirdoddi,23-Dec-20,0,12.8,29.6,2020
Siddipet,Mirdoddi,24-Dec-20,0,14.6,30.5,2020
Siddipet,Mirdoddi,25-Dec-20,0,13.1,30.5,2020
Siddipet,Mirdoddi,26-Dec-20,0,14.2,29.5,2020
Siddipet,Mirdoddi,27-Dec-20,0,14.7,30.4,2020
Siddipet,Mirdoddi,28-Dec-20,0,15,30.7,2020
Siddipet,Mirdoddi,29-Dec-20,0,17.3,32,2020
Siddipet,Mirdoddi,30-Dec-20,0,16.8,30.3,2020
Siddipet,Mirdoddi,31-Dec-20,0,19.2,30.3,2020
Siddipet,Mirdoddi,01-Jan-21,0,17.1,29.5,2021
Siddipet,Mirdoddi,02-Jan-21,0,17.6,29.5,2021
Siddipet,Mirdoddi,03-Jan-21,0,15.6,30,2021
Siddipet,Mirdoddi,04-Jan-21,0,17.4,29.8,2021
Siddipet,Mirdoddi,05-Jan-21,0,17.9,30.5,2021
Siddipet,Mirdoddi,06-Jan-21,0,20.1,30.7,2021
Siddipet,Mirdoddi,07-Jan-21,5.5,21.8,29.5,2021
Siddipet,Mirdoddi,08-Jan-21,0,24.3,29.5,2021
Siddipet,Mirdoddi,09-Jan-21,0,20.5,32,2021
Siddipet,Mirdoddi,10-Jan-21,0,21.8,32,2021
Siddipet,Mirdoddi,11-Jan-21,0,17.4,32.8,2021
Siddipet,Mirdoddi,12-Jan-21,0,18.9,32.3,2021
Siddipet,Mirdoddi,13-Jan-21,0,20.3,32,2021
Siddipet,Mirdoddi,14-Jan-21,0,19.2,32.6,2021
Siddipet,Mirdoddi,15-Jan-21,0,16.8,32.6,2021
Siddipet,Mirdoddi,16-Jan-21,0,19.2,32,2021
Siddipet,Mirdoddi,17-Jan-21,0,19.2,32,2021
Siddipet,Mirdoddi,18-Jan-21,0,20.3,32,2021
Siddipet,Mirdoddi,19-Jan-21,0,19.7,32,2021
Siddipet,Mirdoddi,20-Jan-21,0,19.2,32.4,2021
Siddipet,Mirdoddi,21-Jan-21,0,16.6,34.6,2021
Siddipet,Mirdoddi,22-Jan-21,0,20.3,34.6,2021
Siddipet,Mirdoddi,23-Jan-21,0,19.3,32.8,2021
Siddipet,Mirdoddi,24-Jan-21,0,19.3,33.1,2021
Siddipet,Mirdoddi,25-Jan-21,0,20.3,34,2021
Siddipet,Mirdoddi,26-Jan-21,0,19.6,34.6,2021
Siddipet,Mirdoddi,27-Jan-21,0,19.1,34.6,2021
Siddipet,Mirdoddi,28-Jan-21,0,20.4,32.9,2021
Siddipet,Mirdoddi,29-Jan-21,0,20.1,32,2021
Siddipet,Mirdoddi,30-Jan-21,0,20,33,2021
Siddipet,Mirdoddi,31-Jan-21,0,19.1,32.4,2021
Siddipet,Mirdoddi,01-Feb-21,0,20.2,32.2,2021
Siddipet,Mirdoddi,02-Feb-21,0,17.3,30.7,2021
Siddipet,Mirdoddi,03-Feb-21,0,15.3,32.5,2021
Siddipet,Mirdoddi,04-Feb-21,0,16.7,32,2021
Siddipet,Mirdoddi,05-Feb-21,0,16.7,32,2021
Siddipet,Mirdoddi,06-Feb-21,0,17.7,32.2,2021
Siddipet,Mirdoddi,07-Feb-21,0,17.8,32.2,2021
Siddipet,Mirdoddi,08-Feb-21,0,15,29.9,2021
Siddipet,Mirdoddi,09-Feb-21,0,15.2,29.7,2021
Siddipet,Mirdoddi,10-Feb-21,0,15.2,32.7,2021
Siddipet,Mirdoddi,11-Feb-21,0,16.7,32.6,2021
Siddipet,Mirdoddi,12-Feb-21,0,17.7,32.6,2021
Siddipet,Mirdoddi,13-Feb-21,0,19.2,32.8,2021
Siddipet,Mirdoddi,14-Feb-21,0,19.2,32.7,2021
Siddipet,Mirdoddi,15-Feb-21,0,19.8,34.6,2021
Siddipet,Mirdoddi,16-Feb-21,0,19.5,34.7,2021
Siddipet,Mirdoddi,17-Feb-21,0,20.4,34.8,2021
Siddipet,Mirdoddi,18-Feb-21,0,20.1,34.6,2021
Siddipet,Mirdoddi,19-Feb-21,0,21.8,32,2021
Siddipet,Mirdoddi,20-Feb-21,0,19.2,29.5,2021
Siddipet,Mirdoddi,21-Feb-21,0,18,32,2021
Siddipet,Mirdoddi,22-Feb-21,0,19.7,32.2,2021
Siddipet,Mirdoddi,23-Feb-21,0,19.2,32.9,2021
Siddipet,Mirdoddi,24-Feb-21,0,19.2,34.6,2021
Siddipet,Mirdoddi,25-Feb-21,0,18.4,35.3,2021
Siddipet,Mirdoddi,26-Feb-21,0,16.3,37.1,2021
Siddipet,Mirdoddi,27-Feb-21,0,19.8,37.9,2021
Siddipet,Mirdoddi,28-Feb-21,0,19.8,36.1,2021
Siddipet,Mirdoddi,01-Mar-21,0,24.6,37.4,2021
Siddipet,Mirdoddi,02-Mar-21,0,21.8,37.4,2021
Siddipet,Mirdoddi,03-Mar-21,0,19.8,36.1,2021
Siddipet,Mirdoddi,04-Mar-21,0,16.4,36.1,2021
Siddipet,Mirdoddi,05-Mar-21,0,16.4,36.1,2021
Siddipet,Mirdoddi,06-Mar-21,0,16.4,36.9,2021
Siddipet,Mirdoddi,07-Mar-21,0,20.1,36.5,2021
Siddipet,Mirdoddi,08-Mar-21,0,21.8,37.4,2021
Siddipet,Mirdoddi,09-Mar-21,0,19.1,36.9,2021
Siddipet,Mirdoddi,10-Mar-21,0,22,36.1,2021
Siddipet,Mirdoddi,11-Mar-21,0,21.8,36.5,2021
Siddipet,Mirdoddi,12-Mar-21,0,19.2,36.9,2021
Siddipet,Mirdoddi,13-Mar-21,0,19.3,37.1,2021
Siddipet,Mirdoddi,14-Mar-21,0,17.9,33.9,2021
Siddipet,Mirdoddi,15-Mar-21,0,19.6,36.7,2021
Siddipet,Mirdoddi,16-Mar-21,0,21.8,36.6,2021
Siddipet,Mirdoddi,17-Mar-21,0,22.1,36.9,2021
Siddipet,Mirdoddi,18-Mar-21,0,20.5,37.4,2021
Siddipet,Mirdoddi,19-Mar-21,0,22.5,36.4,2021
Siddipet,Mirdoddi,20-Mar-21,0,20.8,34.4,2021
Siddipet,Mirdoddi,21-Mar-21,0,20.1,34.3,2021
Siddipet,Mirdoddi,22-Mar-21,0,22.3,34.6,2021
Siddipet,Mirdoddi,23-Mar-21,0,22.8,36.1,2021
Siddipet,Mirdoddi,24-Mar-21,0,21.8,33.6,2021
Siddipet,Mirdoddi,25-Mar-21,0,19.7,36.4,2021
Siddipet,Mirdoddi,26-Mar-21,0,22.4,36.4,2021
Siddipet,Mirdoddi,27-Mar-21,0,22.2,37.4,2021
Siddipet,Mirdoddi,28-Mar-21,0,22,38.9,2021
Siddipet,Mirdoddi,29-Mar-21,0,22.8,39.7,2021
Siddipet,Mirdoddi,30-Mar-21,0,24.3,39.6,2021
Siddipet,Mirdoddi,31-Mar-21,0,22.8,39.6,2021
Siddipet,Mirdoddi,01-Apr-21,0,21.9,39.4,2021
Siddipet,Mirdoddi,02-Apr-21,0,24.3,39.1,2021
Siddipet,Mirdoddi,03-Apr-21,0,23,38.9,2021
Siddipet,Mirdoddi,04-Apr-21,0,24.9,39.6,2021
Siddipet,Mirdoddi,05-Apr-21,0,24.3,37.3,2021
Siddipet,Mirdoddi,06-Apr-21,0,22.6,37.2,2021
Siddipet,Mirdoddi,07-Apr-21,0,22.5,38.8,2021
Siddipet,Mirdoddi,08-Apr-21,0,25.6,38.8,2021
Siddipet,Mirdoddi,09-Apr-21,0,23.8,37.4,2021
Siddipet,Mirdoddi,10-Apr-21,0,24.3,37.4,2021
Siddipet,Mirdoddi,11-Apr-21,0,23.4,36.9,2021
Siddipet,Mirdoddi,12-Apr-21,0,24.3,36.1,2021
Siddipet,Mirdoddi,13-Apr-21,9.4,23.9,36.1,2021
Siddipet,Mirdoddi,14-Apr-21,1.1,20.8,37.1,2021
Siddipet,Mirdoddi,15-Apr-21,0,22.4,34.4,2021
Siddipet,Mirdoddi,16-Apr-21,0,22,36.1,2021
Siddipet,Mirdoddi,17-Apr-21,0,22.2,36.1,2021
Siddipet,Mirdoddi,18-Apr-21,0,25,38.7,2021
Siddipet,Mirdoddi,19-Apr-21,0,25.3,39.8,2021
Siddipet,Mirdoddi,20-Apr-21,0,26.9,39.9,2021
Siddipet,Mirdoddi,21-Apr-21,0,27.3,39.8,2021
Siddipet,Mirdoddi,22-Apr-21,0,23.7,39.4,2021
Siddipet,Mirdoddi,23-Apr-21,0,20.9,38.7,2021
Siddipet,Mirdoddi,24-Apr-21,0,23.5,38.7,2021
Siddipet,Mirdoddi,25-Apr-21,0,22.6,39.1,2021
Siddipet,Mirdoddi,26-Apr-21,0,26.9,39.7,2021
Siddipet,Mirdoddi,27-Apr-21,0,25.5,40,2021
Siddipet,Mirdoddi,28-Apr-21,0,26.9,39.3,2021
Siddipet,Mirdoddi,29-Apr-21,0,25.3,39.9,2021
Siddipet,Mirdoddi,30-Apr-21,0,24.6,39.9,2021
Siddipet,Mirdoddi,01-May-21,0,26.6,39.9,2021
Siddipet,Mirdoddi,01-May-21,0,26.6,39.9,2021
Siddipet,Mirdoddi,02-May-21,0,24.2,37.2,2021
Siddipet,Mirdoddi,02-May-21,0,24.2,37.2,2021
Siddipet,Mirdoddi,03-May-21,0,23.4,36.4,2021
Siddipet,Mirdoddi,03-May-21,0,23.4,36.4,2021
Siddipet,Mirdoddi,04-May-21,0,23.5,37.2,2021
Siddipet,Mirdoddi,04-May-21,0,23.5,37.2,2021
Siddipet,Mirdoddi,05-May-21,0,26.7,37.3,2021
Siddipet,Mirdoddi,05-May-21,0,26.7,37.3,2021
Siddipet,Mirdoddi,06-May-21,0,26.9,38.7,2021
Siddipet,Mirdoddi,06-May-21,0,26.9,38.7,2021
Siddipet,Mirdoddi,07-May-21,0,24.2,37.4,2021
Siddipet,Mirdoddi,07-May-21,0,24.2,37.4,2021
Siddipet,Mirdoddi,08-May-21,0,26,38.7,2021
Siddipet,Mirdoddi,08-May-21,0,26,38.7,2021
Siddipet,Mirdoddi,09-May-21,0,26.5,37.1,2021
Siddipet,Mirdoddi,09-May-21,0,26.5,37.1,2021
Siddipet,Mirdoddi,10-May-21,0,26.5,39,2021
Siddipet,Mirdoddi,10-May-21,0,26.5,39,2021
Siddipet,Mirdoddi,11-May-21,0,25.4,38.7,2021
Siddipet,Mirdoddi,11-May-21,10.9,25.4,38.7,2021
Siddipet,Mirdoddi,12-May-21,0,23.8,39.9,2021
Siddipet,Mirdoddi,12-May-21,0,23.8,39.9,2021
Siddipet,Mirdoddi,13-May-21,0,28.2,39.2,2021
Siddipet,Mirdoddi,13-May-21,0,28.2,39.2,2021
Siddipet,Mirdoddi,14-May-21,0,27.4,39.9,2021
Siddipet,Mirdoddi,14-May-21,0,27.4,39.9,2021
Siddipet,Mirdoddi,15-May-21,0,25.2,38.7,2021
Siddipet,Mirdoddi,15-May-21,23.1,25.2,38.7,2021
Siddipet,Mirdoddi,16-May-21,0,25.8,36.1,2021
Siddipet,Mirdoddi,16-May-21,0,25.8,36.1,2021
Siddipet,Mirdoddi,17-May-21,5,24.8,33.6,2021
Siddipet,Mirdoddi,18-May-21,0,25.4,36.2,2021
Siddipet,Mirdoddi,19-May-21,0,26.3,36.6,2021
Siddipet,Mirdoddi,20-May-21,0.5,25,37.2,2021
Siddipet,Mirdoddi,21-May-21,0,23.9,36.4,2021
Siddipet,Mirdoddi,22-May-21,0,26.2,38.7,2021
Siddipet,Mirdoddi,23-May-21,0,28,38.7,2021
Siddipet,Mirdoddi,24-May-21,0,26.3,39,2021
Siddipet,Mirdoddi,25-May-21,0,26.9,38.7,2021
Siddipet,Mirdoddi,26-May-21,0,28,39.1,2021
Siddipet,Mirdoddi,27-May-21,0,29.6,39.6,2021
Siddipet,Mirdoddi,28-May-21,0,26.2,39,2021
Siddipet,Mirdoddi,29-May-21,0,29.5,37.3,2021
Siddipet,Mirdoddi,30-May-21,6.8,26.6,39.7,2021
Siddipet,Mirdoddi,31-May-21,0,27.4,37.2,2021
Siddipet,Mirdoddi,01-Jun-21,3.8,25.9,39.1,2021
Siddipet,Mirdoddi,02-Jun-21,25.2,26.8,39.2,2021
Siddipet,Mirdoddi,03-Jun-21,32.8,24.3,36.1,2021
Siddipet,Mirdoddi,04-Jun-21,0.8,25.1,32.2,2021
Siddipet,Mirdoddi,05-Jun-21,8.5,23.9,36.1,2021
Siddipet,Mirdoddi,06-Jun-21,0.5,24.7,36.1,2021
Siddipet,Mirdoddi,07-Jun-21,0,26.9,34.8,2021
Siddipet,Mirdoddi,08-Jun-21,0,26.9,34.5,2021
Siddipet,Mirdoddi,09-Jun-21,25.8,25.3,37,2021
Siddipet,Mirdoddi,10-Jun-21,0.4,24.3,33.6,2021
Siddipet,Mirdoddi,11-Jun-21,16.7,23.8,33,2021
Siddipet,Mirdoddi,12-Jun-21,0,23.8,32,2021
Siddipet,Mirdoddi,13-Jun-21,0,24.1,32,2021
Siddipet,Mirdoddi,14-Jun-21,65.5,24.3,33.6,2021
Siddipet,Mirdoddi,15-Jun-21,0.5,24.1,32.6,2021
Siddipet,Mirdoddi,16-Jun-21,0,23.8,33.6,2021
Siddipet,Mirdoddi,17-Jun-21,0,23.6,32.6,2021
Siddipet,Mirdoddi,18-Jun-21,0,24.4,32.5,2021
Siddipet,Mirdoddi,19-Jun-21,6.7,23.6,33.6,2021
Siddipet,Mirdoddi,20-Jun-21,1.4,23.8,32.6,2021
Siddipet,Mirdoddi,21-Jun-21,0,23.3,34.1,2021
Siddipet,Mirdoddi,22-Jun-21,0,26.2,34.2,2021
Siddipet,Mirdoddi,23-Jun-21,0.7,26.9,33.9,2021
Siddipet,Mirdoddi,24-Jun-21,5.2,25,32,2021
Siddipet,Mirdoddi,25-Jun-21,0,23.9,30.6,2021
Siddipet,Mirdoddi,26-Jun-21,0,25.3,32.2,2021
Siddipet,Mirdoddi,27-Jun-21,11.5,22.7,33.7,2021
Siddipet,Mirdoddi,28-Jun-21,63.2,22.6,32,2021
Siddipet,Mirdoddi,29-Jun-21,0.4,23.5,32.8,2021
Siddipet,Mirdoddi,30-Jun-21,0,25.1,35.8,2021
Siddipet,Mirdoddi,01-Jul-21,0,24.5,34.6,2021
Siddipet,Mirdoddi,02-Jul-21,57,22.1,31.4,2021
Siddipet,Mirdoddi,03-Jul-21,0,24.1,29.5,2021
Siddipet,Mirdoddi,04-Jul-21,0,23.8,32.5,2021
Siddipet,Mirdoddi,05-Jul-21,0,25.1,34.2,2021
Siddipet,Mirdoddi,06-Jul-21,0,23.9,33.6,2021
Siddipet,Mirdoddi,07-Jul-21,0,25.9,34.3,2021
Siddipet,Mirdoddi,08-Jul-21,13.3,22.2,36.1,2021
Siddipet,Mirdoddi,09-Jul-21,0.3,23.4,29.5,2021
Siddipet,Mirdoddi,10-Jul-21,30.7,23,31.8,2021
Siddipet,Mirdoddi,11-Jul-21,0,24.5,30.3,2021
Siddipet,Mirdoddi,12-Jul-21,20.7,23.7,26.9,2021
Siddipet,Mirdoddi,13-Jul-21,2.9,23.3,33.6,2021
Siddipet,Mirdoddi,14-Jul-21,0.5,23.8,30.1,2021
Siddipet,Mirdoddi,15-Jul-21,4,23.1,27.7,2021
Siddipet,Mirdoddi,16-Jul-21,29.4,23.7,32,2021
Siddipet,Mirdoddi,17-Jul-21,18.6,26.1,32.5,2021
Siddipet,Mirdoddi,18-Jul-21,0,26.3,33.6,2021
Siddipet,Mirdoddi,19-Jul-21,0,24.1,33.6,2021
Siddipet,Mirdoddi,20-Jul-21,0,23.8,33.6,2021
Siddipet,Mirdoddi,21-Jul-21,41.5,22.4,30,2021
Siddipet,Mirdoddi,22-Jul-21,66.8,23.4,26.9,2021
Siddipet,Mirdoddi,23-Jul-21,66.2,23.4,26.9,2021
Siddipet,Mirdoddi,24-Jul-21,5.1,24,30,2021
Siddipet,Mirdoddi,25-Jul-21,10.1,23.8,32.4,2021
Siddipet,Mirdoddi,26-Jul-21,0,23.8,32.7,2021
Siddipet,Mirdoddi,27-Jul-21,0,23.7,32.9,2021
Siddipet,Mirdoddi,28-Jul-21,0,23.2,32.1,2021
Siddipet,Mirdoddi,29-Jul-21,0,23.8,32.9,2021
Siddipet,Mirdoddi,30-Jul-21,0,23.2,30.5,2021
Siddipet,Mirdoddi,31-Jul-21,0,23.5,28,2021
Siddipet,Mirdoddi,01-Aug-21,0,23.5,30.7,2021
Siddipet,Mirdoddi,02-Aug-21,0,23.3,32,2021
Siddipet,Mirdoddi,03-Aug-21,0,23.1,32.6,2021
Siddipet,Mirdoddi,04-Aug-21,0,24,31.1,2021
Siddipet,Mirdoddi,05-Aug-21,0,23.3,32.5,2021
Siddipet,Mirdoddi,06-Aug-21,0,23.8,31.2,2021
Siddipet,Mirdoddi,07-Aug-21,0,24.3,31.1,2021
Siddipet,Mirdoddi,08-Aug-21,0,24.2,34,2021
Siddipet,Mirdoddi,09-Aug-21,0,24.4,32.6,2021
Siddipet,Mirdoddi,10-Aug-21,0,24.8,33.2,2021
Siddipet,Mirdoddi,11-Aug-21,0,25.1,33.6,2021
Siddipet,Mirdoddi,12-Aug-21,0,23.6,33.9,2021
Siddipet,Mirdoddi,13-Aug-21,1.4,23.7,33.9,2021
Siddipet,Mirdoddi,14-Aug-21,0,24.1,30.4,2021
Siddipet,Mirdoddi,15-Aug-21,0,23.2,32.2,2021
Siddipet,Mirdoddi,16-Aug-21,8.7,22.8,32.2,2021
Siddipet,Mirdoddi,17-Aug-21,9.9,22.6,26.2,2021
Siddipet,Mirdoddi,18-Aug-21,39.7,24,27.3,2021
Siddipet,Mirdoddi,19-Aug-21,2.4,23.5,27.7,2021
Siddipet,Mirdoddi,20-Aug-21,0.4,22.7,29.5,2021
Siddipet,Mirdoddi,21-Aug-21,2,23.6,29.6,2021
Siddipet,Mirdoddi,22-Aug-21,1.6,23.3,32.3,2021
Siddipet,Mirdoddi,23-Aug-21,4.5,23.5,32.6,2021
Siddipet,Mirdoddi,24-Aug-21,13.1,22.6,34.8,2021
Siddipet,Mirdoddi,25-Aug-21,1,22.7,33.6,2021
Siddipet,Mirdoddi,26-Aug-21,3.9,22.3,33,2021
Siddipet,Mirdoddi,27-Aug-21,10.9,22,31,2021
Siddipet,Mirdoddi,28-Aug-21,2.4,23.8,32.1,2021
Siddipet,Mirdoddi,29-Aug-21,0,23.7,32,2021
Siddipet,Mirdoddi,30-Aug-21,51.5,23.3,30,2021
Siddipet,Mirdoddi,31-Aug-21,82.6,23.4,27.2,2021
Siddipet,Mirdoddi,01-Sep-21,0,23.3,30.1,2021
Siddipet,Mirdoddi,02-Sep-21,0,23.5,31.3,2021
Siddipet,Mirdoddi,03-Sep-21,46.1,22.5,33.1,2021
Siddipet,Mirdoddi,04-Sep-21,0,22.6,32,2021
Siddipet,Mirdoddi,05-Sep-21,38.7,22.9,32.4,2021
Siddipet,Mirdoddi,06-Sep-21,1.2,23.9,30.6,2021
Siddipet,Mirdoddi,07-Sep-21,45.4,23.6,27.1,2021
Siddipet,Mirdoddi,08-Sep-21,3.5,23.8,29.5,2021
Siddipet,Mirdoddi,09-Sep-21,0,23.7,32,2021
Siddipet,Mirdoddi,10-Sep-21,0,24.1,32.3,2021
Siddipet,Mirdoddi,11-Sep-21,0,23.9,32.6,2021
Siddipet,Mirdoddi,12-Sep-21,0,24,32,2021
Siddipet,Mirdoddi,13-Sep-21,0,26.5,32.5,2021
Siddipet,Mirdoddi,14-Sep-21,9.1,24,32.5,2021
Siddipet,Mirdoddi,15-Sep-21,0,24,32,2021
Siddipet,Mirdoddi,16-Sep-21,0,24.1,33,2021
Siddipet,Mirdoddi,17-Sep-21,0,24.2,32.9,2021
Siddipet,Mirdoddi,18-Sep-21,0,24.1,33.6,2021
Siddipet,Mirdoddi,19-Sep-21,0,24,30.3,2021
Siddipet,Mirdoddi,20-Sep-21,0,23.7,32.9,2021
Siddipet,Mirdoddi,21-Sep-21,14.9,23.6,33.6,2021
Siddipet,Mirdoddi,22-Sep-21,11.1,24,29.5,2021
Siddipet,Mirdoddi,23-Sep-21,0,23.3,30.3,2021
Siddipet,Mirdoddi,24-Sep-21,4.6,23.6,30.5,2021
Siddipet,Mirdoddi,25-Sep-21,0,23.8,33.6,2021
Siddipet,Mirdoddi,26-Sep-21,9.8,23.7,32,2021
Siddipet,Mirdoddi,27-Sep-21,1.1,24,32,2021
Siddipet,Mirdoddi,28-Sep-21,59.7,23.1,27.8,2021
Siddipet,Mirdoddi,29-Sep-21,0,23.9,30.7,2021
Siddipet,Mirdoddi,30-Sep-21,0,23.6,32.6,2021
Siddipet,Mirdoddi,01-Oct-21,0,23.7,33.6,2021
Siddipet,Mirdoddi,02-Oct-21,26.1,23.9,32.9,2021
Siddipet,Mirdoddi,03-Oct-21,0,26.4,33.6,2021
Siddipet,Mirdoddi,04-Oct-21,0,24.1,33.6,2021
Siddipet,Mirdoddi,05-Oct-21,10.9,24,33.8,2021
Siddipet,Mirdoddi,06-Oct-21,0,24,32,2021
Siddipet,Mirdoddi,07-Oct-21,0,24,33.6,2021
Siddipet,Mirdoddi,08-Oct-21,0,23.8,32.7,2021
Siddipet,Mirdoddi,09-Oct-21,0.3,23.9,33.6,2021
Siddipet,Mirdoddi,10-Oct-21,0,23.9,33.6,2021
Siddipet,Mirdoddi,11-Oct-21,0,20.5,33.6,2021
Siddipet,Mirdoddi,12-Oct-21,0,20.5,33.6,2021
Siddipet,Mirdoddi,13-Oct-21,0,20.5,32.7,2021
Siddipet,Mirdoddi,14-Oct-21,0,20.3,31.7,2021
Siddipet,Mirdoddi,15-Oct-21,0,19.3,33.5,2021
Siddipet,Mirdoddi,16-Oct-21,0,23.4,32.8,2021
Siddipet,Mirdoddi,17-Oct-21,10,22.7,29.5,2021
Siddipet,Mirdoddi,18-Oct-21,0,24.1,32.2,2021
Siddipet,Mirdoddi,19-Oct-21,0,24.2,33.6,2021
