District,Mandal,Date,rainfall,temp_min,temp_max,Year
Siddipet,Mirdoddi,20-Oct-21,0,21.1,32.6,2021
Siddipet,Mirdoddi,21-Oct-21,0,21.2,32.4,2021
Siddipet,Mirdoddi,22-Oct-21,0,20.7,32.7,2021
Siddipet,Mirdoddi,23-Oct-21,0,17.8,32.6,2021
Siddipet,Mirdoddi,24-Oct-21,0,18.9,33.4,2021
Siddipet,Mirdoddi,25-Oct-21,0,17.2,32.4,2021
Siddipet,Mirdoddi,26-Oct-21,0,16.7,30.2,2021
Siddipet,Mirdoddi,27-Oct-21,0,16.5,31.8,2021
Siddipet,Mirdoddi,28-Oct-21,0,16.9,31,2021
Siddipet,Mirdoddi,29-Oct-21,0,17.2,31.2,2021
Siddipet,Mirdoddi,30-Oct-21,0,19.3,31.6,2021
Siddipet,Mirdoddi,31-Oct-21,0,19.3,31,2021
Siddipet,Mirdoddi,01-Nov-21,0,18.1,31.6,2021
Siddipet,Mirdoddi,02-Nov-21,0,19,31.3,2021
Siddipet,Mirdoddi,03-Nov-21,0,21.4,30.2,2021
Siddipet,Mirdoddi,04-Nov-21,0,21.1,29.2,2021
Siddipet,Mirdoddi,05-Nov-21,0,21.2,32,2021
Siddipet,Mirdoddi,06-Nov-21,0,19.9,31.8,2021
Siddipet,Mirdoddi,07-Nov-21,0,16.5,32.9,2021
Siddipet,Mirdoddi,08-Nov-21,0,14.5,29.9,2021
Siddipet,Mirdoddi,09-Nov-21,0,13.6,30.2,2021
Siddipet,Mirdoddi,10-Nov-21,0,14.4,28.9,2021
Siddipet,Mirdoddi,11-Nov-21,0,15.7,29.8,2021
Siddipet,Mirdoddi,12-Nov-21,0,19.9,30,2021
Siddipet,Mirdoddi,13-Nov-21,0,22.8,30.1,2021
Siddipet,Mirdoddi,14-Nov-21,1.5,23.5,29.8,2021
Siddipet,Mirdoddi,15-Nov-21,0,23.4,32.7,2021
Siddipet,Mirdoddi,16-Nov-21,17.7,22.9,32.3,2021
Siddipet,Mirdoddi,17-Nov-21,0,23.2,31,2021
Siddipet,Mirdoddi,18-Nov-21,0,25,32.6,2021
Siddipet,Mirdoddi,19-Nov-21,0,24.4,32,2021
Siddipet,Mirdoddi,20-Nov-21,0,24.9,32,2021
Siddipet,Mirdoddi,21-Nov-21,5.1,24.9,30.5,2021
Siddipet,Mirdoddi,22-Nov-21,0,24.7,32,2021
Siddipet,Mirdoddi,23-Nov-21,0,24.3,33.6,2021
Siddipet,Mirdoddi,24-Nov-21,0,24.3,33.6,2021
Siddipet,Mirdoddi,25-Nov-21,0,21.8,33.6,2021
Siddipet,Mirdoddi,26-Nov-21,0,19.2,32.1,2021
Siddipet,Mirdoddi,27-Nov-21,0,19.2,32.4,2021
Siddipet,Mirdoddi,28-Nov-21,0,17.8,32,2021
Siddipet,Mirdoddi,29-Nov-21,0,21.8,32,2021
Siddipet,Mirdoddi,30-Nov-21,0,22,29.5,2021
Siddipet,Mirdoddi,01-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,02-Dec-21,0,21.8,32,2021
Siddipet,Mirdoddi,03-Dec-21,0,20.3,32,2021
Siddipet,Mirdoddi,04-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,05-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,06-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,07-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,08-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,09-Dec-21,0,19.3,32,2021
Siddipet,Mirdoddi,10-Dec-21,0,21.9,32,2021
Siddipet,Mirdoddi,11-Dec-21,0,20,30.5,2021
Siddipet,Mirdoddi,12-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,13-Dec-21,0,19.2,30.6,2021
Siddipet,Mirdoddi,14-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,15-Dec-21,0,17.7,29.6,2021
Siddipet,Mirdoddi,16-Dec-21,0,14.2,29.5,2021
Siddipet,Mirdoddi,17-Dec-21,0,14.6,29.5,2021
Siddipet,Mirdoddi,18-Dec-21,0,14.1,29.5,2021
Siddipet,Mirdoddi,19-Dec-21,0,14.2,29.5,2021
Siddipet,Mirdoddi,20-Dec-21,0,14.9,29.5,2021
Siddipet,Mirdoddi,21-Dec-21,0,12.2,27.8,2021
Siddipet,Mirdoddi,22-Dec-21,0,12.8,29.5,2021
Siddipet,Mirdoddi,23-Dec-21,0,14.3,30.5,2021
Siddipet,Mirdoddi,24-Dec-21,0,16.7,32.9,2021
Siddipet,Mirdoddi,25-Dec-21,0,19.2,33,2021
Siddipet,Mirdoddi,26-Dec-21,0,19.2,32.1,2021
Siddipet,Mirdoddi,27-Dec-21,0,21.8,32,2021
Siddipet,Mirdoddi,28-Dec-21,0,19.2,32,2021
Siddipet,Mirdoddi,29-Dec-21,0,19.4,32,2021
Siddipet,Mirdoddi,30-Dec-21,0,21.8,30.6,2021
Siddipet,Mirdoddi,31-Dec-21,0,20.2,30.4,2021
Siddipet,Mirdoddi,01-Jan-22,0,19.2,32,2022
Siddipet,Mirdoddi,02-Jan-22,0,19.2,30.3,2022
Siddipet,Mirdoddi,03-Jan-22,0,16.7,32,2022
Siddipet,Mirdoddi,04-Jan-22,0,17.1,30.1,2022
Siddipet,Mirdoddi,05-Jan-22,0,17.9,29.8,2022
Siddipet,Mirdoddi,06-Jan-22,0,17.5,32,2022
Siddipet,Mirdoddi,07-Jan-22,0,19.2,30.3,2022
Siddipet,Mirdoddi,08-Jan-22,0,21.8,29.5,2022
Siddipet,Mirdoddi,09-Jan-22,0,21.8,30.1,2022
Siddipet,Mirdoddi,10-Jan-22,0,21.9,30.4,2022
Siddipet,Mirdoddi,11-Jan-22,20.5,21.8,30.7,2022
Siddipet,Mirdoddi,12-Jan-22,0,21.8,30.3,2022
Siddipet,Mirdoddi,13-Jan-22,0,21.6,25.6,2022
Siddipet,Mirdoddi,14-Jan-22,0,22.1,29.5,2022
Siddipet,Mirdoddi,15-Jan-22,0,21.8,30.5,2022
Siddipet,Mirdoddi,16-Jan-22,0,21.8,29.5,2022
Siddipet,Mirdoddi,17-Jan-22,0,19.5,25.5,2022
Siddipet,Mirdoddi,18-Jan-22,0,19.2,29.5,2022
Siddipet,Mirdoddi,19-Jan-22,0,19.2,30.1,2022
Siddipet,Mirdoddi,20-Jan-22,0,19.2,30.2,2022
Siddipet,Mirdoddi,21-Jan-22,0,19.5,32,2022
Siddipet,Mirdoddi,22-Jan-22,0,17.9,32,2022
Siddipet,Mirdoddi,23-Jan-22,0,19.2,33.6,2022
Siddipet,Mirdoddi,24-Jan-22,0,17.6,32,2022
Siddipet,Mirdoddi,25-Jan-22,0,17,27.8,2022
Siddipet,Mirdoddi,26-Jan-22,0,16.9,29.5,2022
Siddipet,Mirdoddi,27-Jan-22,0,19.2,29.5,2022
Siddipet,Mirdoddi,28-Jan-22,0,14.4,27.8,2022
Siddipet,Mirdoddi,29-Jan-22,0,12.8,27.5,2022
Siddipet,Mirdoddi,30-Jan-22,0,14.1,29.5,2022
Siddipet,Mirdoddi,31-Jan-22,0,16.7,32,2022
Siddipet,Mirdoddi,01-Feb-22,0,8.7,36.8,2022
Siddipet,Mirdoddi,02-Feb-22,0,8.6,36.5,2022
Siddipet,Mirdoddi,03-Feb-22,0,11.1,36.6,2022
Siddipet,Mirdoddi,04-Feb-22,0,11.3,36.1,2022
Siddipet,Mirdoddi,05-Feb-22,0,6,34.5,2022
Siddipet,Mirdoddi,06-Feb-22,0,6.7,35.8,2022
Siddipet,Mirdoddi,07-Feb-22,0,9.7,36.9,2022
Siddipet,Mirdoddi,08-Feb-22,0,12.7,36.3,2022
Siddipet,Mirdoddi,09-Feb-22,0,15.4,36.5,2022
Siddipet,Mirdoddi,10-Feb-22,0,14.2,34.6,2022
Siddipet,Mirdoddi,11-Feb-22,0,11.7,34.7,2022
Siddipet,Mirdoddi,12-Feb-22,0,8,36.5,2022
Siddipet,Mirdoddi,13-Feb-22,0,7.3,36.2,2022
Siddipet,Mirdoddi,14-Feb-22,0,8.8,36.4,2022
Siddipet,Mirdoddi,15-Feb-22,0,11.7,36.3,2022
Siddipet,Mirdoddi,16-Feb-22,0,14.3,35.1,2022
Siddipet,Mirdoddi,17-Feb-22,0,13.5,36.4,2022
Siddipet,Mirdoddi,18-Feb-22,0,15.5,36.1,2022
Siddipet,Mirdoddi,19-Feb-22,0,12.5,36.5,2022
Siddipet,Mirdoddi,20-Feb-22,0,13.6,37.2,2022
Siddipet,Mirdoddi,21-Feb-22,0,10,37.2,2022
Siddipet,Mirdoddi,22-Feb-22,0,10.2,39.2,2022
Siddipet,Mirdoddi,23-Feb-22,0,11.5,38.7,2022
Siddipet,Mirdoddi,24-Feb-22,0,13.2,37.4,2022
Siddipet,Mirdoddi,25-Feb-22,0,12.2,38.2,2022
Siddipet,Mirdoddi,26-Feb-22,0,11.4,38.3,2022
Siddipet,Mirdoddi,27-Feb-22,0,11.9,38,2022
Siddipet,Mirdoddi,28-Feb-22,0,12.3,38.7,2022
Siddipet,Mirdoddi,01-Mar-22,0,17.3,32.9,2022
Siddipet,Mirdoddi,02-Mar-22,0,16.7,33.7,2022
Siddipet,Mirdoddi,03-Mar-22,0,17,33.1,2022
Siddipet,Mirdoddi,04-Mar-22,0,18.9,33.8,2022
Siddipet,Mirdoddi,05-Mar-22,0,19.1,33.5,2022
Siddipet,Mirdoddi,06-Mar-22,0,19.7,32.3,2022
Siddipet,Mirdoddi,07-Mar-22,0,19,32.6,2022
Siddipet,Mirdoddi,08-Mar-22,0,18.6,32.5,2022
Siddipet,Mirdoddi,09-Mar-22,0,17.3,32.9,2022
Siddipet,Mirdoddi,10-Mar-22,0,18.3,33.8,2022
Siddipet,Mirdoddi,11-Mar-22,0,20,33.1,2022
Siddipet,Mirdoddi,12-Mar-22,0.7,20,33.5,2022
Siddipet,Mirdoddi,13-Mar-22,0,19.4,32.8,2022
Siddipet,Mirdoddi,14-Mar-22,0,17.5,33.2,2022
Siddipet,Mirdoddi,15-Mar-22,0,16.3,34,2022
Siddipet,Mirdoddi,16-Mar-22,0,19,35.2,2022
Siddipet,Mirdoddi,17-Mar-22,0,18.6,36.5,2022
Siddipet,Mirdoddi,18-Mar-22,0,20.1,37.5,2022
Siddipet,Mirdoddi,19-Mar-22,0,21.4,38.2,2022
Siddipet,Mirdoddi,20-Mar-22,0,23.7,34.7,2022
Siddipet,Mirdoddi,21-Mar-22,0,22.2,36.6,2022
Siddipet,Mirdoddi,22-Mar-22,0,23.3,35.6,2022
Siddipet,Mirdoddi,23-Mar-22,0,21.7,36.3,2022
Siddipet,Mirdoddi,24-Mar-22,0,22.8,37.4,2022
Siddipet,Mirdoddi,25-Mar-22,0,23.4,35.8,2022
Siddipet,Mirdoddi,26-Mar-22,0,22.7,35.3,2022
Siddipet,Mirdoddi,27-Mar-22,0,23.2,37.8,2022
Siddipet,Mirdoddi,28-Mar-22,0,23,37.5,2022
Siddipet,Mirdoddi,29-Mar-22,0,21.9,39.2,2022
Siddipet,Mirdoddi,30-Mar-22,0,21.5,39.1,2022
Siddipet,Mirdoddi,31-Mar-22,0,21.2,40,2022
Siddipet,Mirdoddi,01-Apr-22,0,21.8,40.2,2022
Siddipet,Mirdoddi,02-Apr-22,0,23.9,37.5,2022
Siddipet,Mirdoddi,03-Apr-22,0,22.9,36.3,2022
Siddipet,Mirdoddi,04-Apr-22,0,23.5,37,2022
Siddipet,Mirdoddi,05-Apr-22,0,23.1,37.8,2022
Siddipet,Mirdoddi,06-Apr-22,0,23.4,37,2022
Siddipet,Mirdoddi,07-Apr-22,0,23.7,38.4,2022
Siddipet,Mirdoddi,08-Apr-22,0,21.8,38.8,2022
Siddipet,Mirdoddi,09-Apr-22,0,23.3,36.1,2022
Siddipet,Mirdoddi,10-Apr-22,0,23.1,36.4,2022
Siddipet,Mirdoddi,11-Apr-22,0,23.5,38.1,2022
Siddipet,Mirdoddi,12-Apr-22,0,23.5,37.5,2022
Siddipet,Mirdoddi,13-Apr-22,0,23,39.1,2022
Siddipet,Mirdoddi,14-Apr-22,0,23,36.6,2022
Siddipet,Mirdoddi,15-Apr-22,0,25.8,39.1,2022
Siddipet,Mirdoddi,16-Apr-22,0,25.7,38.1,2022
Siddipet,Mirdoddi,17-Apr-22,0,24.9,36.8,2022
Siddipet,Mirdoddi,18-Apr-22,0,25.2,39.9,2022
Siddipet,Mirdoddi,19-Apr-22,0,23.8,39.4,2022
Siddipet,Mirdoddi,20-Apr-22,0,24.6,39.2,2022
Siddipet,Mirdoddi,21-Apr-22,0,24.9,39,2022
Siddipet,Mirdoddi,22-Apr-22,0,25.2,40.6,2022
Siddipet,Mirdoddi,23-Apr-22,0,25.4,38.2,2022
Siddipet,Mirdoddi,24-Apr-22,0,25.9,37.9,2022
Siddipet,Mirdoddi,25-Apr-22,0,22.9,37.2,2022
Siddipet,Mirdoddi,26-Apr-22,0,24.6,39.1,2022
Siddipet,Mirdoddi,27-Apr-22,0,24.9,41.2,2022
Siddipet,Mirdoddi,28-Apr-22,0,26.5,41.5,2022
Siddipet,Mirdoddi,29-Apr-22,1.3,23,41.3,2022
Siddipet,Mirdoddi,30-Apr-22,0,24.6,39.6,2022
Siddipet,Mirdoddi,01-May-22,0,22.7,41.6,2022
Siddipet,Mirdoddi,02-May-22,0,25.1,40.6,2022
Siddipet,Mirdoddi,03-May-22,0,26.3,39.6,2022
Siddipet,Mirdoddi,04-May-22,48.9,21.6,39.4,2022
Siddipet,Mirdoddi,05-May-22,0,23.2,35.1,2022
Siddipet,Mirdoddi,06-May-22,0,24.6,37.8,2022
Siddipet,Mirdoddi,07-May-22,0,24.3,40.4,2022
Siddipet,Mirdoddi,08-May-22,0,26,42.1,2022
Siddipet,Mirdoddi,09-May-22,0,24.6,38.3,2022
Siddipet,Mirdoddi,10-May-22,0,23.7,38.6,2022
Siddipet,Mirdoddi,11-May-22,0,27,38.1,2022
Siddipet,Mirdoddi,12-May-22,0,26.2,32.7,2022
Siddipet,Mirdoddi,13-May-22,0,25.2,35.3,2022
Siddipet,Mirdoddi,14-May-22,0,26.8,38.3,2022
Siddipet,Mirdoddi,15-May-22,5.4,24,41.1,2022
Siddipet,Mirdoddi,16-May-22,0,24,38.9,2022
Siddipet,Mirdoddi,17-May-22,0,25.8,37.5,2022
Siddipet,Mirdoddi,18-May-22,0,25.2,36.2,2022
Siddipet,Mirdoddi,19-May-22,0,25.2,37.1,2022
Siddipet,Mirdoddi,20-May-22,0,24.6,35,2022
Siddipet,Mirdoddi,21-May-22,0,25.1,35.9,2022
Siddipet,Mirdoddi,22-May-22,0,25.4,35.3,2022
Siddipet,Mirdoddi,23-May-22,0,26.5,37.4,2022
Siddipet,Mirdoddi,24-May-22,0,27.3,37.3,2022
Siddipet,Mirdoddi,25-May-22,0,27.4,38.3,2022
Siddipet,Mirdoddi,26-May-22,4.5,25,38.8,2022
Siddipet,Mirdoddi,27-May-22,0.1,25.9,37.9,2022
Siddipet,Mirdoddi,28-May-22,0,25.7,36.1,2022
Siddipet,Mirdoddi,29-May-22,0,26.9,38.9,2022
Siddipet,Mirdoddi,30-May-22,0,27.9,38.1,2022
Siddipet,Mirdoddi,31-May-22,0,28,40.1,2022
Siddipet,Mirdoddi,01-Jun-22,0,26.1,37.2,2022
Siddipet,Mirdoddi,02-Jun-22,0,26.3,37.4,2022
Siddipet,Mirdoddi,03-Jun-22,0,26.2,39.4,2022
Siddipet,Mirdoddi,04-Jun-22,0,29.8,38.6,2022
Siddipet,Mirdoddi,05-Jun-22,0,26.5,38.7,2022
Siddipet,Mirdoddi,06-Jun-22,0,28.3,40,2022
Siddipet,Mirdoddi,07-Jun-22,0,27.2,36.4,2022
Siddipet,Mirdoddi,08-Jun-22,0,28.9,40,2022
Siddipet,Mirdoddi,09-Jun-22,0,26.1,35.6,2022
Siddipet,Mirdoddi,10-Jun-22,0,27.8,38.1,2022
Siddipet,Mirdoddi,11-Jun-22,0,26.5,37.5,2022
Siddipet,Mirdoddi,12-Jun-22,0,24.7,36.6,2022
Siddipet,Mirdoddi,13-Jun-22,4.9,23.2,35.7,2022
Siddipet,Mirdoddi,14-Jun-22,0,24.4,34,2022
Siddipet,Mirdoddi,15-Jun-22,0,25.7,34.4,2022
Siddipet,Mirdoddi,16-Jun-22,21.1,23.2,33.9,2022
Siddipet,Mirdoddi,17-Jun-22,31.5,22.5,32.6,2022
Siddipet,Mirdoddi,18-Jun-22,0.3,24.9,32.4,2022
Siddipet,Mirdoddi,19-Jun-22,32.1,23,31.5,2022
Siddipet,Mirdoddi,20-Jun-22,0,24.4,32.4,2022
Siddipet,Mirdoddi,21-Jun-22,14,23.1,35.6,2022
Siddipet,Mirdoddi,22-Jun-22,12.3,22.9,29.4,2022
Siddipet,Mirdoddi,23-Jun-22,0,24,29.9,2022
Siddipet,Mirdoddi,24-Jun-22,0,24.6,33.2,2022
Siddipet,Mirdoddi,25-Jun-22,0,24.2,30.9,2022
Siddipet,Mirdoddi,26-Jun-22,35.2,23,32.1,2022
Siddipet,Mirdoddi,27-Jun-22,17.1,23.5,31.2,2022
Siddipet,Mirdoddi,28-Jun-22,0,23.6,29.9,2022
Siddipet,Mirdoddi,29-Jun-22,0,24.1,29.8,2022
Siddipet,Mirdoddi,30-Jun-22,0,24,32.1,2022
Siddipet,Mirdoddi,01-Jul-22,0,24.1,32,2022
Siddipet,Mirdoddi,02-Jul-22,7.1,22.8,32.5,2022
Siddipet,Mirdoddi,03-Jul-22,19.2,23.3,30.8,2022
Siddipet,Mirdoddi,04-Jul-22,21,22.5,30.9,2022
Siddipet,Mirdoddi,05-Jul-22,1.7,23.3,28.9,2022
Siddipet,Mirdoddi,06-Jul-22,0,23.1,31.7,2022
Siddipet,Mirdoddi,07-Jul-22,0,24.2,28.7,2022
Siddipet,Mirdoddi,08-Jul-22,7.1,23.3,29.9,2022
Siddipet,Mirdoddi,09-Jul-22,64,21.7,24.8,2022
Siddipet,Mirdoddi,10-Jul-22,60.9,21.5,23,2022
Siddipet,Mirdoddi,11-Jul-22,21.4,22.4,23.4,2022
Siddipet,Mirdoddi,12-Jul-22,16.4,21.9,25.1,2022
Siddipet,Mirdoddi,13-Jul-22,29.4,21.4,22.9,2022
Siddipet,Mirdoddi,14-Jul-22,39.7,21.5,22.6,2022
Siddipet,Mirdoddi,15-Jul-22,0,23.4,25.3,2022
Siddipet,Mirdoddi,16-Jul-22,0,23.3,29.4,2022
Siddipet,Mirdoddi,17-Jul-22,0.4,22.9,31,2022
Siddipet,Mirdoddi,18-Jul-22,35.7,22.1,26.9,2022
Siddipet,Mirdoddi,19-Jul-22,7.8,22.7,29.5,2022
Siddipet,Mirdoddi,20-Jul-22,9.4,22.3,31.1,2022
Siddipet,Mirdoddi,21-Jul-22,58.7,22.4,32.4,2022
Siddipet,Mirdoddi,22-Jul-22,7.6,21.4,30.6,2022
Siddipet,Mirdoddi,23-Jul-22,50,21.8,30.1,2022
Siddipet,Mirdoddi,24-Jul-22,0.7,22.2,26.2,2022
Siddipet,Mirdoddi,25-Jul-22,0,22.7,29,2022
Siddipet,Mirdoddi,26-Jul-22,4.2,22,30.5,2022
Siddipet,Mirdoddi,27-Jul-22,0,22.4,27,2022
Siddipet,Mirdoddi,28-Jul-22,0,23.6,32.2,2022
Siddipet,Mirdoddi,29-Jul-22,2.7,23.7,33.6,2022
Siddipet,Mirdoddi,30-Jul-22,13.2,22.6,34.8,2022
Siddipet,Mirdoddi,31-Jul-22,0,22.9,32.4,2022
Siddipet,Mirdoddi,01-Aug-22,0,23.7,33.6,2022
Siddipet,Mirdoddi,02-Aug-22,0.2,23.2,30.2,2022
Siddipet,Mirdoddi,03-Aug-22,12,21.5,32.4,2022
Siddipet,Mirdoddi,04-Aug-22,2.8,23.8,32.1,2022
Siddipet,Mirdoddi,05-Aug-22,1,23.1,29.5,2022
Siddipet,Mirdoddi,06-Aug-22,30,23.4,31.6,2022
Siddipet,Mirdoddi,07-Aug-22,7.4,22.1,30.1,2022
Siddipet,Mirdoddi,08-Aug-22,9,21.6,28.1,2022
Siddipet,Mirdoddi,09-Aug-22,0.2,22.4,25.4,2022
Siddipet,Mirdoddi,10-Aug-22,7.4,22.2,25.8,2022
Siddipet,Mirdoddi,11-Aug-22,0,22.9,29.3,2022
Siddipet,Mirdoddi,12-Aug-22,0,23.2,29.1,2022
Siddipet,Mirdoddi,13-Aug-22,0,22.3,31.3,2022
Siddipet,Mirdoddi,14-Aug-22,3,21.7,29,2022
Siddipet,Mirdoddi,15-Aug-22,11,21.6,26.1,2022
Siddipet,Mirdoddi,16-Aug-22,2,22.4,25.9,2022
Siddipet,Mirdoddi,17-Aug-22,0,23,32.1,2022
Siddipet,Mirdoddi,18-Aug-22,0,22.5,32.3,2022
Siddipet,Mirdoddi,19-Aug-22,0,24.2,32.3,2022
Siddipet,Mirdoddi,20-Aug-22,0,23.9,29.9,2022
Siddipet,Mirdoddi,21-Aug-22,0,24.2,29.9,2022
Siddipet,Mirdoddi,22-Aug-22,0,23.4,30.5,2022
Siddipet,Mirdoddi,23-Aug-22,0,22.5,29.1,2022
Siddipet,Mirdoddi,24-Aug-22,0,23.6,31.4,2022
Siddipet,Mirdoddi,25-Aug-22,28.5,22.2,32.7,2022
Siddipet,Mirdoddi,26-Aug-22,0,23.6,30.5,2022
Siddipet,Mirdoddi,27-Aug-22,0,23.1,31,2022
Siddipet,Mirdoddi,28-Aug-22,0,23.5,30.6,2022
Siddipet,Mirdoddi,29-Aug-22,0,23.5,31.1,2022
Siddipet,Mirdoddi,30-Aug-22,30.2,22.6,29.9,2022
Siddipet,Mirdoddi,31-Aug-22,0,23.7,32.6,2022
Siddipet,Mirdoddi,01-Sep-22,2.8,23.7,32.5,2022
Siddipet,Mirdoddi,02-Sep-22,0,23.3,32.6,2022
Siddipet,Mirdoddi,03-Sep-22,0,23.6,32.9,2022
Siddipet,Mirdoddi,04-Sep-22,0,23.5,33.8,2022
Siddipet,Mirdoddi,05-Sep-22,0,23.5,29.2,2022
Siddipet,Mirdoddi,06-Sep-22,0,22.5,30.4,2022
Siddipet,Mirdoddi,07-Sep-22,2,22.6,32.3,2022
Siddipet,Mirdoddi,08-Sep-22,3.6,22.1,32.6,2022
Siddipet,Mirdoddi,09-Sep-22,0,23,30.5,2022
Siddipet,Mirdoddi,10-Sep-22,30.5,23,29.3,2022
Siddipet,Mirdoddi,11-Sep-22,65.9,22.4,26.2,2022
Siddipet,Mirdoddi,12-Sep-22,22.6,22.4,23.8,2022
Siddipet,Mirdoddi,13-Sep-22,8.4,22.7,28.3,2022
Siddipet,Mirdoddi,14-Sep-22,0,22.4,29.4,2022
Siddipet,Mirdoddi,15-Sep-22,0,22.1,29.2,2022
Siddipet,Mirdoddi,16-Sep-22,0,22.5,29.3,2022
Siddipet,Mirdoddi,17-Sep-22,0,22.3,29.8,2022
Siddipet,Mirdoddi,18-Sep-22,4.6,22.5,30.2,2022
Siddipet,Mirdoddi,19-Sep-22,0,23.6,30.6,2022
Siddipet,Mirdoddi,20-Sep-22,64.5,21.5,29.9,2022
Siddipet,Mirdoddi,21-Sep-22,0,22.6,27.1,2022
Siddipet,Mirdoddi,22-Sep-22,1.5,23.2,28.4,2022
Siddipet,Mirdoddi,23-Sep-22,0.9,22.7,29,2022
Siddipet,Mirdoddi,24-Sep-22,0,21.7,29.1,2022
Siddipet,Mirdoddi,25-Sep-22,0,21.4,30.5,2022
Siddipet,Mirdoddi,26-Sep-22,0,22.4,30.7,2022
Siddipet,Mirdoddi,27-Sep-22,0.6,22.7,31.6,2022
